question,category,sub_intent
SW/HW플랫폼설계 이론 몇 시간이야?,수강 신청,과목정보_SW/HW플랫폼설계
SW/HW플랫폼설계 과목코드가 뭐야?,수강 신청,과목정보_SW/HW플랫폼설계
SW/HW플랫폼설계 2학년 2학기 맞아?,수강 신청,과목정보_SW/HW플랫폼설계
통계실무 몇 학점이야?,수강 신청,과목정보_통계실무
통계실무 과목 정보 알려줘,수강 신청,과목정보_통계실무
통계실무 몇 학년 과목이야?,수강 신청,과목정보_통계실무
통계실무 전필이야 전선이야?,수강 신청,과목정보_통계실무
통계실무 성적 방식이 뭐야?,수강 신청,과목정보_통계실무
통계실무 P/F야 GRADE야?,수강 신청,과목정보_통계실무
통계실무 실습 있어?,수강 신청,과목정보_통계실무
통계실무 이론 몇 시간이야?,수강 신청,과목정보_통계실무
통계실무 과목코드가 뭐야?,수강 신청,과목정보_통계실무
통계실무 2학년 2학기 맞아?,수강 신청,과목정보_통계실무
데이터사이언스 몇 학점이야?,수강 신청,과목정보_데이터사이언스
데이터사이언스 과목 정보 알려줘,수강 신청,과목정보_데이터사이언스
데이터사이언스 몇 학년 과목이야?,수강 신청,과목정보_데이터사이언스
데이터사이언스 전필이야 전선이야?,수강 신청,과목정보_데이터사이언스
데이터사이언스 성적 방식이 뭐야?,수강 신청,과목정보_데이터사이언스
데이터사이언스 P/F야 GRADE야?,수강 신청,과목정보_데이터사이언스
데이터사이언스 실습 있어?,수강 신청,과목정보_데이터사이언스
데이터사이언스 이론 몇 시간이야?,수강 신청,과목정보_데이터사이언스
데이터사이언스 과목코드가 뭐야?,수강 신청,과목정보_데이터사이언스
데이터사이언스 2학년 1학기 맞아?,수강 신청,과목정보_데이터사이언스
운영체제 몇 학점이야?,수강 신청,과목정보_운영체제
운영체제 과목 정보 알려줘,수강 신청,과목정보_운영체제
운영체제 몇 학년 과목이야?,수강 신청,과목정보_운영체제
운영체제 전필이야 전선이야?,수강 신청,과목정보_운영체제
운영체제 성적 방식이 뭐야?,수강 신청,과목정보_운영체제
운영체제 P/F야 GRADE야?,수강 신청,과목정보_운영체제
운영체제 실습 있어?,수강 신청,과목정보_운영체제
운영체제 이론 몇 시간이야?,수강 신청,과목정보_운영체제
운영체제 과목코드가 뭐야?,수강 신청,과목정보_운영체제
운영체제 2학년 1학기 맞아?,수강 신청,과목정보_운영체제
빅데이터처리 몇 학점이야?,수강 신청,과목정보_빅데이터처리
빅데이터처리 과목 정보 알려줘,수강 신청,과목정보_빅데이터처리
빅데이터처리 몇 학년 과목이야?,수강 신청,과목정보_빅데이터처리
빅데이터처리 전필이야 전선이야?,수강 신청,과목정보_빅데이터처리
빅데이터처리 성적 방식이 뭐야?,수강 신청,과목정보_빅데이터처리
빅데이터처리 P/F야 GRADE야?,수강 신청,과목정보_빅데이터처리
빅데이터처리 실습 있어?,수강 신청,과목정보_빅데이터처리
빅데이터처리 이론 몇 시간이야?,수강 신청,과목정보_빅데이터처리
빅데이터처리 과목코드가 뭐야?,수강 신청,과목정보_빅데이터처리
빅데이터처리 2학년 2학기 맞아?,수강 신청,과목정보_빅데이터처리
의료정보학 몇 학점이야?,수강 신청,과목정보_의료정보학
의료정보학 과목 정보 알려줘,수강 신청,과목정보_의료정보학
의료정보학 몇 학년 과목이야?,수강 신청,과목정보_의료정보학
의료정보학 전필이야 전선이야?,수강 신청,과목정보_의료정보학
의료정보학 성적 방식이 뭐야?,수강 신청,과목정보_의료정보학
의료정보학 P/F야 GRADE야?,수강 신청,과목정보_의료정보학
의료정보학 실습 있어?,수강 신청,과목정보_의료정보학
의료정보학 이론 몇 시간이야?,수강 신청,과목정보_의료정보학
의료정보학 과목코드가 뭐야?,수강 신청,과목정보_의료정보학
의료정보학 2학년 2학기 맞아?,수강 신청,과목정보_의료정보학
클라우드컴퓨팅 몇 학점이야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 과목 정보 알려줘,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 몇 학년 과목이야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 전필이야 전선이야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 성적 방식이 뭐야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 P/F야 GRADE야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 실습 있어?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 이론 몇 시간이야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 과목코드가 뭐야?,수강 신청,과목정보_클라우드컴퓨팅
클라우드컴퓨팅 3학년 1학기 맞아?,수강 신청,과목정보_클라우드컴퓨팅
인공지능플랫폼설계 몇 학점이야?,수강 신청,과목정보_인공지능플랫폼설계
인공지능플랫폼설계 과목 정보 알려줘,수강 신청,과목정보_인공지능플랫폼설계
인공지능플랫폼설계 몇 학년 과목이야?,수강 신청,과목정보_인공지능플랫폼설계
인공지능플랫폼설계 전필이야 전선이야?,수강 신청,과목정보_인공지능플랫폼설계
인공지능플랫폼설계 성적 방식이 뭐야?,수강 신청,과목정보_인공지능플랫폼설계
인공지능플랫폼설계 P/F야 GRADE야?,수강 신청,과목정보_인공지능플랫폼설계
인공지능플랫폼설계 실습 있어?,수강 신청,과목정보_인공지능플랫폼설계
인공지능플랫폼설계 이론 몇 시간이야?,수강 신청,과목정보_인공지능플랫폼설계
인공지능플랫폼설계 과목코드가 뭐야?,수강 신청,과목정보_인공지능플랫폼설계
인공지능플랫폼설계 3학년 1학기 맞아?,수강 신청,과목정보_인공지능플랫폼설계
데이터마이닝및응용실습 몇 학점이야?,수강 신청,과목정보_데이터마이닝및응용실습
데이터마이닝및응용실습 과목 정보 알려줘,수강 신청,과목정보_데이터마이닝및응용실습
데이터마이닝및응용실습 몇 학년 과목이야?,수강 신청,과목정보_데이터마이닝및응용실습
데이터마이닝및응용실습 전필이야 전선이야?,수강 신청,과목정보_데이터마이닝및응용실습
데이터마이닝및응용실습 성적 방식이 뭐야?,수강 신청,과목정보_데이터마이닝및응용실습
데이터마이닝및응용실습 P/F야 GRADE야?,수강 신청,과목정보_데이터마이닝및응용실습
데이터마이닝및응용실습 실습 있어?,수강 신청,과목정보_데이터마이닝및응용실습
데이터마이닝및응용실습 이론 몇 시간이야?,수강 신청,과목정보_데이터마이닝및응용실습
데이터마이닝및응용실습 과목코드가 뭐야?,수강 신청,과목정보_데이터마이닝및응용실습
데이터마이닝및응용실습 3학년 1학기 맞아?,수강 신청,과목정보_데이터마이닝및응용실습
자동화이론 몇 학점이야?,수강 신청,과목정보_자동화이론
자동화이론 과목 정보 알려줘,수강 신청,과목정보_자동화이론
자동화이론 몇 학년 과목이야?,수강 신청,과목정보_자동화이론
자동화이론 전필이야 전선이야?,수강 신청,과목정보_자동화이론
자동화이론 성적 방식이 뭐야?,수강 신청,과목정보_자동화이론
자동화이론 P/F야 GRADE야?,수강 신청,과목정보_자동화이론
자동화이론 실습 있어?,수강 신청,과목정보_자동화이론
자동화이론 이론 몇 시간이야?,수강 신청,과목정보_자동화이론
자동화이론 과목코드가 뭐야?,수강 신청,과목정보_자동화이론
자동화이론 3학년 2학기 맞아?,수강 신청,과목정보_자동화이론
의료전문가시스템 몇 학점이야?,수강 신청,과목정보_의료전문가시스템
의료전문가시스템 과목 정보 알려줘,수강 신청,과목정보_의료전문가시스템
의료전문가시스템 몇 학년 과목이야?,수강 신청,과목정보_의료전문가시스템
의료전문가시스템 전필이야 전선이야?,수강 신청,과목정보_의료전문가시스템
의료전문가시스템 성적 방식이 뭐야?,수강 신청,과목정보_의료전문가시스템
의료전문가시스템 P/F야 GRADE야?,수강 신청,과목정보_의료전문가시스템
의료전문가시스템 실습 있어?,수강 신청,과목정보_의료전문가시스템
의료전문가시스템 이론 몇 시간이야?,수강 신청,과목정보_의료전문가시스템
의료전문가시스템 과목코드가 뭐야?,수강 신청,과목정보_의료전문가시스템
의료전문가시스템 3학년 2학기 맞아?,수강 신청,과목정보_의료전문가시스템
소프트웨어공학 몇 학점이야?,수강 신청,과목정보_소프트웨어공학
소프트웨어공학 과목 정보 알려줘,수강 신청,과목정보_소프트웨어공학
소프트웨어공학 몇 학년 과목이야?,수강 신청,과목정보_소프트웨어공학
소프트웨어공학 전필이야 전선이야?,수강 신청,과목정보_소프트웨어공학
소프트웨어공학 성적 방식이 뭐야?,수강 신청,과목정보_소프트웨어공학
소프트웨어공학 P/F야 GRADE야?,수강 신청,과목정보_소프트웨어공학
소프트웨어공학 실습 있어?,수강 신청,과목정보_소프트웨어공학
소프트웨어공학 이론 몇 시간이야?,수강 신청,과목정보_소프트웨어공학
소프트웨어공학 과목코드가 뭐야?,수강 신청,과목정보_소프트웨어공학
소프트웨어공학 3학년 2학기 맞아?,수강 신청,과목정보_소프트웨어공학
의사결정지원시스템 몇 학점이야?,수강 신청,과목정보_의사결정지원시스템
의사결정지원시스템 과목 정보 알려줘,수강 신청,과목정보_의사결정지원시스템
의사결정지원시스템 몇 학년 과목이야?,수강 신청,과목정보_의사결정지원시스템
의사결정지원시스템 전필이야 전선이야?,수강 신청,과목정보_의사결정지원시스템
의사결정지원시스템 성적 방식이 뭐야?,수강 신청,과목정보_의사결정지원시스템
의사결정지원시스템 P/F야 GRADE야?,수강 신청,과목정보_의사결정지원시스템
의사결정지원시스템 실습 있어?,수강 신청,과목정보_의사결정지원시스템
의사결정지원시스템 이론 몇 시간이야?,수강 신청,과목정보_의사결정지원시스템
의사결정지원시스템 과목코드가 뭐야?,수강 신청,과목정보_의사결정지원시스템
의사결정지원시스템 3학년 2학기 맞아?,수강 신청,과목정보_의사결정지원시스템
딥러닝 몇 학점이야?,수강 신청,과목정보_딥러닝
딥러닝 과목 정보 알려줘,수강 신청,과목정보_딥러닝
딥러닝 몇 학년 과목이야?,수강 신청,과목정보_딥러닝
딥러닝 전필이야 전선이야?,수강 신청,과목정보_딥러닝
딥러닝 성적 방식이 뭐야?,수강 신청,과목정보_딥러닝
딥러닝 P/F야 GRADE야?,수강 신청,과목정보_딥러닝
딥러닝 실습 있어?,수강 신청,과목정보_딥러닝
딥러닝 이론 몇 시간이야?,수강 신청,과목정보_딥러닝
딥러닝 과목코드가 뭐야?,수강 신청,과목정보_딥러닝
딥러닝 3학년 1학기 맞아?,수강 신청,과목정보_딥러닝
정밀의료 몇 학점이야?,수강 신청,과목정보_정밀의료
정밀의료 과목 정보 알려줘,수강 신청,과목정보_정밀의료
정밀의료 몇 학년 과목이야?,수강 신청,과목정보_정밀의료
